epoch,acc,loss,val_acc,val_loss
38,0.6460461948108241,0.9492363119444261,0.6032320980816108,1.0831380144205889
39,0.645024459718868,0.9441778293017065,0.6182780718946231,1.0427421105210248
40,0.6486779367106568,0.9397549773821617,0.6138200056057981,1.0459785341851124
41,0.6494210167812249,0.9343612312244494,0.6032320980857627,1.0490788668435607
42,0.6491423617635277,0.9320689911768233,0.6182780718946231,1.0413452449300622
43,0.6522694903672299,0.9224172442001752,0.6238506547867936,1.0391464254656155
44,0.6563254690729832,0.922344221002997,0.6076901643994991,1.0477828963881053
45,0.6589572109765066,0.9131886476340682,0.5973808860489837,1.0905353270323703
46,0.6596383677081683,0.9129912865494817,0.6046252438046534,1.0723428606621632
47,0.6625487646367707,0.9056588542211151,0.6113123432752581,1.0590719145033212
48,0.662301071273763,0.9019039748763069,0.6037893563708279,1.0817119650071496
49,0.6621772245977957,0.897151309548166,0.6310950125466153,1.0236393284684737
50,0.6650876215245526,0.8925794459281008,0.6185567010350798,1.0365365488876637
51,0.6671620533705362,0.8883526674165276,0.6216216216299254,1.0109282553644359
52,0.6680909034578237,0.8879496479404992,0.6299804959681812,1.0319915874052858
53,0.6696699485999378,0.8797712414299669,0.6046252438337167,1.0670000058291316
54,0.670258220319549,0.8763714488596878,0.6129841181429092,1.0533398859146812
55,0.6722707288450808,0.87433240854952,0.6096405684117588,1.078434131111598
56,0.6745928540429993,0.8717025053066338,0.6079687935399557,1.093556879356599
57,0.6790513344516443,0.8639908996895966,0.639453886884871,1.0109700224930345
58,0.6747786240707914,0.8705119147700225,0.6238506547867936,1.0362318180237815
59,0.6801349928861978,0.8592894590855442,0.617163555316189,1.0716705637809858
60,0.6801659545445783,0.8555307496486488,0.6213429924853169,1.0671353933372083
61,0.6812186513096786,0.8521402519150366,0.6266369462328789,1.0410205333735758
62,0.6866059817908474,0.8424974335621102,0.6285873502451386,1.020373419886281
63,0.6897640720861483,0.8379526860286255,0.6107550850151043,1.0656580058735836
64,0.7098581955612862,0.7838400865687741,0.6525494566814718,0.9859127450965846
65,0.7161124527797632,0.7626197357075569,0.6539426024045144,0.9854149530776931
66,0.7212830515858323,0.7477508389630165,0.6544998606937315,0.9716171028554921
67,0.7223357483509325,0.7461498537937018,0.6558930064167742,0.9790754184712271
68,0.7244411418700604,0.7414992164883409,0.6620228475981617,0.9806682419132542
69,0.7247817202229729,0.740220878894015,0.6609083310197276,0.9834471704170012
70,0.724069601825549,0.7357803901892873,0.659515185296685,0.9757772683765138
71,0.7283423122100929,0.7317031666131734,0.6586792978628594,0.9883863375890418
72,0.7305715524254882,0.7243538021679611,0.6561716355613827,0.982330349037062
73,0.7323673292463929,0.7200879055172291,0.6531067149706888,1.0011662306909144
74,0.7311598241303356,0.7192075559875752,0.6397325160294796,1.0520077904275813
75,0.735680227881578,0.7108511667855717,0.6539426024045144,0.9960904071576152
76,0.7334200260004206,0.7152253861611558,0.6533853441152974,1.0020142547530895
77,0.7346275311201688,0.7150442158188921,0.6631373641765957,0.9938807128099519
78,0.7327079076140692,0.7140599655118828,0.6578434104290338,0.9979205489590428
79,0.7379094680822097,0.7033108316255329,0.6558930064167742,0.9896988001132815
80,0.7417796767638618,0.6959826290456125,0.6584006687182509,0.9914440397234406
81,0.7389002415028671,0.7002740638589289,0.6567288938505997,0.9919512756158463
82,0.7381571614341446,0.6979570931100618,0.6567288938505997,0.9918604987217012
83,0.7377856214080878,0.6996761971110124,0.6589579270074679,0.9921790930380493
84,0.7428323735178893,0.6963639329170559,0.6564502647059912,0.99291585321445
85,0.7423369868066378,0.6955945461119237,0.6586792978628594,0.9913360679936828
86,0.7427704501826738,0.6925938018476036,0.6570075229952083,0.9915700755301343
87,0.7393956282159642,0.7007621794346649,0.6584006687182509,0.988749037216752
88,0.7418106384333151,0.6953326253243162,0.6578434104290338,0.9914296826601493
89,0.7407579416608329,0.698215484126403,0.6597938144412935,0.9924147566170638
90,0.7418106384259332,0.6888483589747734,0.659515185296685,0.9915765827165137
91,0.7417487150870268,0.6978090836821831,0.660072443585902,0.991894982724045
92,0.7440089169681844,0.6929672673410125,0.6611869601643361,0.9928614141948378
93,0.7445352653378163,0.6851443663840177,0.6603510727305105,0.9929348121748293
94,0.742956220203084,0.6954321441166733,0.6603510727305105,0.9918182717289025
95,0.7430800668698242,0.6950143779610043,0.6611869601643361,0.9914367033532484
96,0.7413152517257545,0.692805135432423,0.6589579270074679,0.9918851714241833
97,0.7415319834008542,0.69686537220335,0.659515185296685,0.9922713904568132
98,0.7428014118558179,0.690863842650149,0.6614655893089446,0.9918668332555627
99,0.7424608334955235,0.693930142239097,0.659515185296685,0.9911430686521278
100,0.7444423803368385,0.6934853250105334,0.6603510727305105,0.9939178891021184
101,0.742522756830739,0.6939955002472152,0.6611869601643361,0.9931532805196486
102,0.7410056350275314,0.6938387147412816,0.660072443585902,0.9924597048633242
103,0.7439469936218961,0.6893394137323512,0.660629701875119,0.9942235132219002
104,0.7421512167936095,0.694634496711697,0.660072443585902,0.9913484763886544
105,0.7429871818651554,0.688006407853302,0.660629701875119,0.9932814600342128
106,0.7439160319450611,0.6887603783372741,0.6603510727305105,0.992987797233048
107,0.7415010217387829,0.696181718007914,0.6620228475981617,0.991860667321967
108,0.7445043036794359,0.6925190897229744,0.6611869601643361,0.9921541378736562
109,0.741934485103746,0.6906202176464801,0.660629701875119,0.9914112243854292
