epoch,acc,loss,val_acc,val_loss
0,0.34373645427699606,1.7277886675964518,0.428531624412065,1.5879136724836085
1,0.44513592172982236,1.4583633018134954,0.46280300922797696,1.3966565664580486
2,0.4855099386995854,1.3614875128471606,0.504318751745584,1.3040257067891607
3,0.5110223543216543,1.3012123592527771,0.4204513792225696,1.6567200465798877
4,0.5244287571985882,1.2567513275385656,0.5296740039049599,1.2496609645954047
5,0.5338411047123661,1.229691440671271,0.5447199777179722,1.2048790243948093
6,0.5422317171415697,1.2091139230028942,0.5519643354777939,1.177720369320123
7,0.554523499910806,1.1851310004198232,0.5550292560684877,1.1701187233833192
8,0.5559786983640344,1.1733563348039162,0.5335748119294793,1.247433472689429
9,0.563688154072649,1.1499453198541405,0.5553078852130963,1.184285380508814
10,0.5694160629214942,1.142567730664513,0.5692393424435225,1.1362128825731084
11,0.5749891634230732,1.1294279612323523,0.5004179437501279,1.334580356644933
12,0.5808099572728962,1.113811176659869,0.553636110345445,1.1910018825903015
13,0.5842467025822032,1.1080223700492196,0.5580941766591815,1.1686840146389736
14,0.5867545978088365,1.0996403550502278,0.5684034550096969,1.1408522804655647
15,0.590346151460796,1.0907664291998485,0.5274449707522436,1.2374279906604242
16,0.5924825066586044,1.079308936880708,0.5873502368430767,1.1015312527839638
17,0.5948355935370488,1.0727894452121784,0.5530788520811394,1.161864438506015
18,0.5997894606440272,1.0655702023293863,0.5692393424684339,1.1573074286148122
19,0.6009350424174872,1.0573941938898808,0.5661744218528287,1.163326711367684
20,0.6082729580742087,1.0479196569441096,0.5801058791081665,1.1199200574519343
21,0.6094804631884205,1.0375184440503542,0.5775982167776263,1.1511644513934527
22,0.6115548950362496,1.0335522736105818,0.5870716076984682,1.093063891681332
23,0.6149916403492476,1.0253655980176486,0.5681248258650884,1.1369960450900236
24,0.6153322187095421,1.0220692196647643,0.5575369183699644,1.1535729486054118
25,0.6191095423828346,1.0171400048583792,0.574811925335693,1.1215927311224205
26,0.62434206452781,1.0083174997678488,0.5862357202646427,1.100130864523619
27,0.6215864759427828,1.0013246118811987,0.5909724157478989,1.096770443435365
28,0.6251470679299028,0.9968935434822254,0.5870716077233795,1.1004637043002456
29,0.6270976530980736,0.9942152730982639,0.5879074951322938,1.097638066215547
30,0.6307201684351728,0.9834971329296135,0.5661744218445249,1.1576527299639174
31,0.6311845934751256,0.9822203241285432,0.5845639453969914,1.0960415639927807
32,0.631153631800136,0.9772890817861423,0.6093619392671503,1.0597031101870915
33,0.6326088302690508,0.9767298921356777,0.6023962106519372,1.0639778572923793
34,0.6364171156071828,0.9675266896617605,0.5984954026274177,1.082647590525604
35,0.6374078890407585,0.9620526268043875,0.6121482307132355,1.0640637753700009
36,0.6419592544466904,0.9590429154791192,0.5965449986151581,1.0714941960784112
37,0.6415257910706545,0.9513365528193618,0.6026748398214571,1.074969375156765
